event_id,timestamp,period,source_ip,destination_service,user_role,request_method,requests_per_min,payload_size_bytes,response_time_ms,cpu_load_percent,source_port,severity_level,is_malicious,attack_type
EVT-02566,2026-03-16 18:41:15,investigation,203.0.113.25,web,user,GET,31,9.99,23.57,39.64,49194,High,1,port_scan
EVT-02567,2026-03-16 18:41:30,investigation,10.0.2.46,web,user,GET,9,12.74,0.21,39.68,64953,Medium,0,normal
EVT-02568,2026-03-16 18:41:45,investigation,203.0.113.10,api,user,GET,72,8.64,365.23,72.32,52891,Critical,1,ddos
EVT-02569,2026-03-16 18:42:00,investigation,10.0.13.242,api,user,GET,13,4.71,13.46,41.37,53239,Medium,0,normal
EVT-02570,2026-03-16 18:42:15,investigation,203.0.113.33,web,user,GET,69,17.45,357.85,78.2,64432,Medium,1,ddos
EVT-02571,2026-03-16 18:42:30,investigation,203.0.113.29,auth,user,GET,41,11.47,30.3,53.45,50009,Critical,1,brute_force
EVT-02572,2026-03-16 18:42:45,investigation,10.0.10.241,web,user,GET,15,11.37,3.64,22.44,53864,Low,0,normal
EVT-02573,2026-03-16 18:43:00,investigation,203.0.113.16,auth,user,GET,22,9.48,6.52,53.26,49166,High,1,port_scan
EVT-02574,2026-03-16 18:43:15,investigation,203.0.113.39,web,user,POST,69,25.81,479.47,92.28,49404,Medium,1,ddos
EVT-02575,2026-03-16 18:43:30,investigation,203.0.113.34,auth,user,POST,27,27.25,7.67,49.97,50019,High,1,brute_force
EVT-02576,2026-03-16 18:43:45,investigation,203.0.113.9,web,guest,GET,74,12.66,87.24,95.92,49357,High,1,ddos
EVT-02577,2026-03-16 18:44:00,investigation,10.0.5.227,auth,user,GET,16,11.51,39.33,32.3,60335,High,0,normal
EVT-02578,2026-03-16 18:44:15,investigation,10.0.13.150,api,user,POST,13,5.08,32.48,37.72,54339,Low,0,normal
EVT-02579,2026-03-16 18:44:30,investigation,10.0.11.117,api,guest,POST,15,49.42,49.39,23.62,57027,Low,0,normal
EVT-02580,2026-03-16 18:44:45,investigation,203.0.113.37,auth,admin,POST,38,6.71,6.44,55.51,50008,High,1,brute_force
EVT-02581,2026-03-16 18:45:00,investigation,10.0.9.240,files,user,GET,14,7.25,47.05,36.69,54839,Low,0,normal
EVT-02582,2026-03-16 18:45:15,investigation,203.0.113.37,api,guest,GET,64,13.58,483.08,81.04,49697,High,1,ddos
EVT-02583,2026-03-16 18:45:30,investigation,10.0.15.65,api,guest,GET,18,275.61,64.66,22.18,61135,Medium,0,normal
EVT-02584,2026-03-16 18:45:45,investigation,203.0.113.43,auth,user,POST,25,12.46,41.66,45.41,50000,Medium,1,brute_force
EVT-02585,2026-03-16 18:46:00,investigation,203.0.113.2,files,user,POST,12,6036.91,163.36,54.66,53302,Critical,1,exfiltration
EVT-02586,2026-03-16 18:46:15,investigation,10.0.7.83,api,guest,GET,19,2.97,22.5,37.88,62337,Low,0,normal
EVT-02587,2026-03-16 18:46:30,investigation,203.0.113.38,auth,admin,POST,36,26.35,101.55,67.29,50022,High,1,brute_force
EVT-02588,2026-03-16 18:46:45,investigation,203.0.113.12,web,user,GET,70,7.23,162.16,82.98,65316,Critical,1,ddos
EVT-02589,2026-03-16 18:47:00,investigation,10.0.12.156,files,guest,GET,15,48.18,35.24,31.81,65502,Low,0,normal
EVT-02590,2026-03-16 18:47:15,investigation,203.0.113.10,web,user,GET,55,28.29,173.16,82.2,56183,Low,1,ddos
EVT-02591,2026-03-16 18:47:30,investigation,203.0.113.37,files,user,POST,6,7211.82,0.19,45.42,58726,Critical,1,exfiltration
EVT-02592,2026-03-16 18:47:45,investigation,203.0.113.20,api,guest,GET,73,24.49,105.78,76.96,49593,High,1,ddos
EVT-02593,2026-03-16 18:48:00,investigation,10.0.6.182,api,guest,GET,11,3.41,34.51,36.57,59647,Low,0,normal
EVT-02594,2026-03-16 18:48:15,investigation,203.0.113.25,api,guest,GET,52,43.15,94.79,79.02,61141,High,1,ddos
EVT-02595,2026-03-16 18:48:30,investigation,10.0.4.58,api,user,GET,16,11.55,189.84,44.11,49531,Low,0,normal
EVT-02596,2026-03-16 18:48:45,investigation,203.0.113.2,api,user,GET,57,9.94,256.39,92.14,56280,Critical,1,ddos
EVT-02597,2026-03-16 18:49:00,investigation,203.0.113.17,web,user,GET,83,28.85,72.59,87.34,55730,Critical,1,ddos
EVT-02598,2026-03-16 18:49:15,investigation,203.0.113.29,web,user,GET,65,67.3,68.12,93.53,55073,High,1,ddos
EVT-02599,2026-03-16 18:49:30,investigation,203.0.113.8,api,user,GET,29,12.51,2.72,45.35,49198,Critical,1,port_scan
EVT-02600,2026-03-16 18:49:45,investigation,203.0.113.44,files,user,PUT,8,6857.77,94.57,46.21,59347,Critical,1,exfiltration
EVT-02601,2026-03-16 18:50:00,investigation,10.0.4.193,web,user,POST,11,38.51,107.48,37.17,57610,Low,0,normal
EVT-02602,2026-03-16 18:50:15,investigation,10.0.3.86,api,admin,GET,15,72.06,2.32,37.22,58193,Low,0,normal
EVT-02603,2026-03-16 18:50:30,investigation,203.0.113.39,api,user,GET,26,19.31,3.66,43.37,49164,Critical,1,port_scan
EVT-02604,2026-03-16 18:50:45,investigation,203.0.113.33,api,admin,GET,32,8.28,4.92,38.18,49178,Critical,1,port_scan
EVT-02605,2026-03-16 18:51:00,investigation,10.0.7.176,web,guest,GET,15,5.27,15.85,34.04,58542,Low,0,normal
EVT-02606,2026-03-16 18:51:15,investigation,203.0.113.41,auth,user,POST,41,22.07,20.88,56.85,50003,Critical,1,brute_force
EVT-02607,2026-03-16 18:51:30,investigation,203.0.113.36,files,guest,POST,7,4695.52,99.58,53.51,56644,High,1,exfiltration
EVT-02608,2026-03-16 18:51:45,investigation,10.0.15.38,auth,user,GET,14,24.68,0.76,30.32,60848,Low,0,normal
EVT-02609,2026-03-16 18:52:00,investigation,203.0.113.22,web,user,GET,57,29.4,70.93,72.84,57003,Critical,1,ddos
EVT-02610,2026-03-16 18:52:15,investigation,203.0.113.15,api,user,GET,62,19.07,90.07,82.13,62216,Critical,1,ddos
EVT-02611,2026-03-16 18:52:30,investigation,203.0.113.17,web,user,GET,59,25.38,118.02,92.74,51042,High,1,ddos
EVT-02612,2026-03-16 18:52:45,investigation,203.0.113.36,files,user,POST,7,6115.87,76.88,40.96,57363,High,1,exfiltration
EVT-02613,2026-03-16 18:53:00,investigation,203.0.113.28,web,user,GET,72,21.48,136.7,77.82,64182,High,1,ddos
EVT-02614,2026-03-16 18:53:15,investigation,10.0.3.44,web,user,GET,16,157.51,47.46,46.96,57144,Medium,0,normal
EVT-02615,2026-03-16 18:53:30,investigation,10.0.20.2,api,user,POST,9,30.22,30.46,42.27,63359,Medium,0,normal
EVT-02616,2026-03-16 18:53:45,investigation,203.0.113.35,auth,user,POST,32,13.65,13.19,56.85,50015,High,1,brute_force
EVT-02617,2026-03-16 18:54:00,investigation,203.0.113.12,auth,admin,POST,39,61.51,52.72,55.3,50000,Critical,1,brute_force
EVT-02618,2026-03-16 18:54:15,investigation,203.0.113.30,web,user,POST,55,49.13,76.48,83.82,63866,High,1,ddos
EVT-02619,2026-03-16 18:54:30,investigation,10.0.9.243,api,user,GET,17,82.8,38.73,25.48,56745,Low,0,normal
EVT-02620,2026-03-16 18:54:45,investigation,203.0.113.31,files,user,PUT,6,3251.17,305.03,58.79,52143,High,1,exfiltration
EVT-02621,2026-03-16 18:55:00,investigation,203.0.113.36,web,user,GET,83,10.79,59.94,67.54,53139,High,1,ddos
EVT-02622,2026-03-16 18:55:15,investigation,10.0.17.184,api,user,GET,20,45.69,7.99,29.14,49182,Low,0,normal
EVT-02623,2026-03-16 18:55:30,investigation,203.0.113.13,api,user,GET,70,20.04,146.45,80.33,55783,Medium,1,ddos
EVT-02624,2026-03-16 18:55:45,investigation,203.0.113.38,web,user,GET,76,11.6,194.05,85.75,62442,High,1,ddos
EVT-02625,2026-03-16 18:56:00,investigation,203.0.113.25,auth,admin,POST,28,5.44,50.88,69.72,50022,High,1,brute_force
EVT-02626,2026-03-16 18:56:15,investigation,10.0.16.145,web,user,POST,12,95.1,11.18,36.14,49363,Medium,0,normal
EVT-02627,2026-03-16 18:56:30,investigation,10.0.2.122,web,user,GET,21,62.5,38.42,41.21,55178,Medium,0,normal
EVT-02628,2026-03-16 18:56:45,investigation,203.0.113.32,files,user,POST,5,1386.76,23.13,58.19,62660,Critical,1,exfiltration
EVT-02629,2026-03-16 18:57:00,investigation,203.0.113.34,api,user,GET,70,45.02,62.46,97.91,61141,High,1,ddos
EVT-02630,2026-03-16 18:57:15,investigation,203.0.113.15,auth,user,GET,38,7.94,6.46,39.54,49163,Low,1,port_scan
EVT-02631,2026-03-16 18:57:30,investigation,203.0.113.18,auth,user,GET,26,9.3,61.49,55.12,49174,Medium,1,port_scan
EVT-02632,2026-03-16 18:57:45,investigation,10.0.19.95,auth,user,POST,19,85.95,55.94,37.42,53008,Low,0,normal
EVT-02633,2026-03-16 18:58:00,investigation,203.0.113.37,web,user,GET,29,5.0,59.75,43.97,49187,Medium,1,port_scan
EVT-02634,2026-03-16 18:58:15,investigation,203.0.113.22,web,user,POST,62,16.05,50.3,83.84,58302,High,1,ddos
EVT-02635,2026-03-16 18:58:30,investigation,203.0.113.20,web,guest,GET,20,6.46,27.27,29.78,49169,High,1,port_scan
EVT-02636,2026-03-16 18:58:45,investigation,203.0.113.8,files,guest,PUT,5,7240.51,46.69,28.68,59766,High,1,exfiltration
EVT-02637,2026-03-16 18:59:00,investigation,203.0.113.31,web,user,GET,69,8.3,482.81,89.68,53102,High,1,ddos
EVT-02638,2026-03-16 18:59:15,investigation,203.0.113.7,api,user,GET,40,8.98,18.18,38.71,49158,Medium,1,port_scan
EVT-02639,2026-03-16 18:59:30,investigation,203.0.113.30,files,user,POST,9,3049.72,38.54,25.35,58314,Critical,1,exfiltration
EVT-02640,2026-03-16 18:59:45,investigation,203.0.113.24,files,user,POST,7,2526.58,305.98,33.65,56652,Medium,1,exfiltration
EVT-02641,2026-03-16 19:00:00,investigation,203.0.113.4,auth,user,POST,27,15.62,13.39,66.49,50004,High,1,brute_force
EVT-02642,2026-03-16 19:00:15,investigation,203.0.113.8,auth,user,POST,45,20.3,30.68,44.34,50001,High,1,brute_force
EVT-02643,2026-03-16 19:00:30,investigation,10.0.15.106,web,user,GET,17,46.41,51.68,39.55,61285,Medium,0,normal
EVT-02644,2026-03-16 19:00:45,investigation,10.0.17.217,auth,user,GET,12,7.27,81.2,29.01,54111,Low,0,normal
EVT-02645,2026-03-16 19:01:00,investigation,203.0.113.11,web,user,GET,63,44.46,131.14,80.48,53508,Low,1,ddos
EVT-02646,2026-03-16 19:01:15,investigation,203.0.113.18,web,user,GET,29,4.69,111.13,46.81,49188,Low,1,port_scan
EVT-02647,2026-03-16 19:01:30,investigation,203.0.113.5,files,user,PUT,14,1982.31,321.18,43.63,58796,Critical,1,exfiltration
EVT-02648,2026-03-16 19:01:45,investigation,203.0.113.17,auth,admin,POST,48,6.09,9.28,54.15,50008,Critical,1,brute_force
EVT-02649,2026-03-16 19:02:00,investigation,203.0.113.17,web,user,GET,39,19.31,8.81,35.17,49160,Critical,1,port_scan
EVT-02650,2026-03-16 19:02:15,investigation,10.0.15.96,api,user,GET,10,54.8,114.03,38.3,53814,Low,0,normal
EVT-02651,2026-03-16 19:02:30,investigation,10.0.8.56,files,user,GET,17,10.53,35.56,41.39,54065,Low,0,normal
EVT-02652,2026-03-16 19:02:45,investigation,203.0.113.23,web,user,GET,56,34.08,150.99,71.78,50176,Medium,1,ddos
EVT-02653,2026-03-16 19:03:00,investigation,203.0.113.43,web,user,GET,64,6.93,52.16,84.18,57131,High,1,ddos
EVT-02654,2026-03-16 19:03:15,investigation,203.0.113.19,auth,user,GET,34,9.56,4.81,38.01,49181,Critical,1,port_scan
EVT-02655,2026-03-16 19:03:30,investigation,203.0.113.8,web,user,GET,72,8.63,46.49,69.59,56914,High,1,ddos
EVT-02656,2026-03-16 19:03:45,investigation,203.0.113.37,auth,user,POST,42,11.28,26.12,52.43,50019,High,1,brute_force
EVT-02657,2026-03-16 19:04:00,investigation,203.0.113.15,files,user,POST,8,4914.32,126.96,50.05,54862,Critical,1,exfiltration
EVT-02658,2026-03-16 19:04:15,investigation,203.0.113.9,files,user,PUT,10,1842.12,22.32,61.58,54629,High,1,exfiltration
EVT-02659,2026-03-16 19:04:30,investigation,10.0.17.136,api,guest,DELETE,13,14.06,186.94,36.34,53080,Low,0,normal
EVT-02660,2026-03-16 19:04:45,investigation,10.0.3.54,web,guest,POST,14,14.86,80.96,34.9,56760,Medium,0,normal
EVT-02661,2026-03-16 19:05:00,investigation,203.0.113.28,files,guest,POST,8,7945.1,77.38,41.78,54288,Critical,1,exfiltration
EVT-02662,2026-03-16 19:05:15,investigation,203.0.113.32,files,user,POST,10,2131.67,175.44,48.65,56430,High,1,exfiltration
EVT-02663,2026-03-16 19:05:30,investigation,10.0.14.253,web,user,DELETE,16,36.95,19.64,33.83,50640,Medium,0,normal
EVT-02664,2026-03-16 19:05:45,investigation,203.0.113.41,web,user,GET,21,8.13,35.1,41.64,49163,Critical,1,port_scan
EVT-02665,2026-03-16 19:06:00,investigation,203.0.113.31,files,user,POST,11,1056.75,143.71,43.81,60373,Critical,1,exfiltration
EVT-02666,2026-03-16 19:06:15,investigation,203.0.113.19,auth,admin,POST,40,24.92,13.26,57.14,50013,High,1,brute_force
EVT-02667,2026-03-16 19:06:30,investigation,203.0.113.9,files,user,POST,6,2794.64,38.13,52.94,63722,Critical,1,exfiltration
EVT-02668,2026-03-16 19:06:45,investigation,203.0.113.13,auth,admin,POST,29,8.94,6.23,48.52,50018,High,1,brute_force
EVT-02669,2026-03-16 19:07:00,investigation,203.0.113.41,web,user,GET,66,12.5,268.9,89.74,50431,High,1,ddos
EVT-02670,2026-03-16 19:07:15,investigation,203.0.113.19,api,user,GET,24,14.68,23.98,19.67,49159,Critical,1,port_scan
EVT-02671,2026-03-16 19:07:30,investigation,203.0.113.2,auth,user,GET,28,8.79,16.86,48.22,49168,High,1,port_scan
EVT-02672,2026-03-16 19:07:45,investigation,203.0.113.43,web,user,GET,38,7.13,5.38,45.53,49182,High,1,port_scan
EVT-02673,2026-03-16 19:08:00,investigation,10.0.6.25,auth,user,GET,12,4.01,139.74,26.23,56907,Medium,0,normal
EVT-02674,2026-03-16 19:08:15,investigation,203.0.113.7,auth,user,GET,33,2.6,20.96,42.13,49177,Critical,1,port_scan
EVT-02675,2026-03-16 19:08:30,investigation,10.0.17.32,api,user,PUT,13,9.96,0.52,39.14,64923,Low,0,normal
EVT-02676,2026-03-16 19:08:45,investigation,203.0.113.27,api,user,GET,37,10.49,4.56,43.18,49176,High,1,port_scan
EVT-02677,2026-03-16 19:09:00,investigation,203.0.113.25,web,user,GET,83,14.42,101.19,91.54,52679,High,1,ddos
EVT-02678,2026-03-16 19:09:15,investigation,10.0.1.26,api,admin,POST,16,69.14,34.92,47.45,56230,Low,0,normal
EVT-02679,2026-03-16 19:09:30,investigation,10.0.7.68,api,user,GET,19,62.66,24.4,29.05,54822,Low,0,normal
EVT-02680,2026-03-16 19:09:45,investigation,203.0.113.2,files,user,POST,5,2423.3,41.17,45.48,63721,Medium,1,exfiltration
EVT-02681,2026-03-16 19:10:00,investigation,203.0.113.6,web,user,GET,65,6.78,213.08,72.41,60054,Medium,1,ddos
EVT-02682,2026-03-16 19:10:15,investigation,10.0.11.53,api,guest,GET,16,9.98,1.35,32.5,64092,Low,0,normal
EVT-02683,2026-03-16 19:10:30,investigation,203.0.113.9,api,user,GET,26,8.29,60.48,32.89,49173,High,1,port_scan
EVT-02684,2026-03-16 19:10:45,investigation,203.0.113.34,web,guest,GET,61,5.44,53.75,77.01,51307,Critical,1,ddos
EVT-02685,2026-03-16 19:11:00,investigation,203.0.113.30,api,user,GET,25,6.36,32.07,38.35,49173,High,1,port_scan
EVT-02686,2026-03-16 19:11:15,investigation,10.0.1.180,web,guest,GET,10,65.98,67.29,49.24,59768,Low,0,normal
EVT-02687,2026-03-16 19:11:30,investigation,10.0.2.28,auth,user,GET,14,56.78,5.28,24.89,65138,Low,0,normal
EVT-02688,2026-03-16 19:11:45,investigation,10.0.18.45,auth,user,POST,17,18.83,74.56,24.85,51000,Low,0,normal
EVT-02689,2026-03-16 19:12:00,investigation,203.0.113.31,web,user,GET,64,2.51,58.68,80.06,65151,Low,1,ddos
EVT-02690,2026-03-16 19:12:15,investigation,10.0.3.208,web,guest,POST,18,15.34,46.41,35.33,56807,Low,0,normal
EVT-02691,2026-03-16 19:12:30,investigation,10.0.9.37,auth,user,GET,14,3.49,15.56,21.11,59443,Low,0,normal
EVT-02692,2026-03-16 19:12:45,investigation,203.0.113.19,auth,user,POST,34,6.59,6.73,57.07,50005,Critical,1,brute_force
EVT-02693,2026-03-16 19:13:00,investigation,203.0.113.34,auth,admin,POST,32,13.25,14.77,45.31,50002,Critical,1,brute_force
EVT-02694,2026-03-16 19:13:15,investigation,203.0.113.5,auth,user,POST,37,19.25,15.73,61.06,50016,Critical,1,brute_force
EVT-02695,2026-03-16 19:13:30,investigation,10.0.10.239,web,guest,GET,24,264.98,109.99,42.73,51893,Low,0,normal
EVT-02696,2026-03-16 19:13:45,investigation,10.0.3.72,auth,user,POST,14,21.37,84.29,42.56,49510,Medium,0,normal
EVT-02697,2026-03-16 19:14:00,investigation,203.0.113.40,api,user,GET,66,10.15,672.94,89.24,59850,Critical,1,ddos
EVT-02698,2026-03-16 19:14:15,investigation,203.0.113.43,auth,user,GET,23,3.99,21.08,58.04,49193,Critical,1,port_scan
EVT-02699,2026-03-16 19:14:30,investigation,203.0.113.27,api,user,GET,59,11.14,74.18,82.85,55089,Critical,1,ddos
EVT-02700,2026-03-16 19:14:45,investigation,203.0.113.25,files,guest,POST,7,2544.94,141.89,50.43,53442,Critical,1,exfiltration
EVT-02701,2026-03-16 19:15:00,investigation,203.0.113.36,api,user,GET,27,4.97,46.74,38.12,49155,Critical,1,port_scan
EVT-02702,2026-03-16 19:15:15,investigation,203.0.113.29,files,user,POST,12,3514.2,17.76,44.46,54506,High,1,exfiltration
EVT-02703,2026-03-16 19:15:30,investigation,203.0.113.37,auth,guest,GET,25,3.69,102.19,57.83,49190,Critical,1,port_scan
EVT-02704,2026-03-16 19:15:45,investigation,10.0.19.203,api,user,DELETE,12,51.96,38.97,57.28,61726,High,0,normal
EVT-02705,2026-03-16 19:16:00,investigation,203.0.113.12,web,user,GET,35,6.8,6.55,47.51,49163,High,1,port_scan
EVT-02706,2026-03-16 19:16:15,investigation,203.0.113.37,web,user,GET,29,10.05,0.75,42.65,49195,High,1,port_scan
EVT-02707,2026-03-16 19:16:30,investigation,203.0.113.26,files,user,POST,9,6878.7,0.15,55.56,53837,High,1,exfiltration
EVT-02708,2026-03-16 19:16:45,investigation,203.0.113.33,web,guest,GET,36,12.27,25.38,40.32,49199,High,1,port_scan
EVT-02709,2026-03-16 19:17:00,investigation,203.0.113.25,files,user,POST,7,1739.43,14.64,37.93,62985,High,1,exfiltration
EVT-02710,2026-03-16 19:17:15,investigation,203.0.113.44,auth,admin,POST,37,10.84,10.48,55.76,50000,High,1,brute_force
EVT-02711,2026-03-16 19:17:30,investigation,10.0.9.143,auth,user,POST,15,8.83,15.29,27.19,57166,Medium,0,normal
EVT-02712,2026-03-16 19:17:45,investigation,10.0.10.31,api,guest,GET,13,8.92,14.3,28.91,57623,Low,0,normal
EVT-02713,2026-03-16 19:18:00,investigation,10.0.6.187,files,user,GET,20,25.38,75.46,22.91,59551,Low,0,normal
EVT-02714,2026-03-16 19:18:15,investigation,10.0.15.41,api,user,DELETE,21,28.59,20.9,50.23,55824,Low,0,normal
EVT-02715,2026-03-16 19:18:30,investigation,203.0.113.16,web,user,GET,70,5.58,116.18,83.73,54387,Medium,1,ddos
EVT-02716,2026-03-16 19:18:45,investigation,203.0.113.10,files,user,POST,8,5513.72,65.54,55.85,52136,High,1,exfiltration
EVT-02717,2026-03-16 19:19:00,investigation,203.0.113.24,auth,user,GET,33,13.55,18.55,52.64,49180,Critical,1,port_scan
EVT-02718,2026-03-16 19:19:15,investigation,203.0.113.15,auth,user,GET,24,14.43,3.91,46.67,49169,High,1,port_scan
EVT-02719,2026-03-16 19:19:30,investigation,10.0.9.29,api,guest,GET,16,13.52,12.14,41.54,56379,Medium,0,normal
EVT-02720,2026-03-16 19:19:45,investigation,10.0.14.170,web,user,GET,20,54.3,76.03,43.34,55177,Low,0,normal
EVT-02721,2026-03-16 19:20:00,investigation,203.0.113.33,api,user,GET,56,9.31,240.92,84.34,54853,High,1,ddos
EVT-02722,2026-03-16 19:20:15,investigation,203.0.113.38,api,user,GET,67,4.8,67.14,76.45,52295,Critical,1,ddos
EVT-02723,2026-03-16 19:20:30,investigation,203.0.113.15,auth,user,POST,40,27.51,31.95,56.8,50012,High,1,brute_force
EVT-02724,2026-03-16 19:20:45,investigation,203.0.113.9,auth,user,GET,29,9.84,14.79,44.28,49195,High,1,port_scan
EVT-02725,2026-03-16 19:21:00,investigation,203.0.113.8,web,user,GET,36,17.1,16.2,32.87,49166,Critical,1,port_scan
EVT-02726,2026-03-16 19:21:15,investigation,203.0.113.20,api,user,GET,38,17.42,1.41,35.53,49162,Critical,1,port_scan
EVT-02727,2026-03-16 19:21:30,investigation,203.0.113.17,auth,user,POST,38,6.1,1.6,60.91,50016,High,1,brute_force
EVT-02728,2026-03-16 19:21:45,investigation,203.0.113.44,files,user,POST,5,1358.05,43.28,37.82,50411,Critical,1,exfiltration
EVT-02729,2026-03-16 19:22:00,investigation,203.0.113.41,api,user,GET,38,10.17,6.07,45.52,49187,Critical,1,port_scan
EVT-02730,2026-03-16 19:22:15,investigation,10.0.5.142,web,user,POST,9,12.24,43.34,32.24,53094,Low,0,normal
EVT-02731,2026-03-16 19:22:30,investigation,10.0.2.69,api,user,GET,15,1.82,56.55,40.16,55674,Medium,0,normal
EVT-02732,2026-03-16 19:22:45,investigation,10.0.9.248,web,guest,GET,17,4.4,58.47,52.83,59417,Low,0,normal
EVT-02733,2026-03-16 19:23:00,investigation,203.0.113.14,web,admin,GET,82,4.8,226.73,81.75,64007,High,1,ddos
EVT-02734,2026-03-16 19:23:15,investigation,203.0.113.19,auth,user,POST,36,32.93,41.6,55.51,50002,Critical,1,brute_force
EVT-02735,2026-03-16 19:23:30,investigation,10.0.6.177,files,user,GET,14,11.04,13.9,37.02,58605,Medium,0,normal
EVT-02736,2026-03-16 19:23:45,investigation,10.0.8.90,api,guest,DELETE,21,139.06,69.89,22.19,50879,Medium,0,normal
EVT-02737,2026-03-16 19:24:00,investigation,10.0.20.23,files,admin,POST,7,44.16,16.27,31.16,60486,Low,0,normal
EVT-02738,2026-03-16 19:24:15,investigation,10.0.3.48,web,guest,GET,16,101.28,46.05,22.37,61076,Medium,0,normal
EVT-02739,2026-03-16 19:24:30,investigation,10.0.9.97,auth,user,PUT,12,2.74,4.5,46.45,59289,Medium,0,normal
EVT-02740,2026-03-16 19:24:45,investigation,10.0.11.180,files,user,GET,19,25.47,3.51,28.29,56337,Low,0,normal
EVT-02741,2026-03-16 19:25:00,investigation,203.0.113.22,files,guest,POST,9,2286.02,10.34,41.07,62321,Medium,1,exfiltration
EVT-02742,2026-03-16 19:25:15,investigation,203.0.113.42,web,user,GET,76,29.12,45.98,84.44,58222,High,1,ddos
EVT-02743,2026-03-16 19:25:30,investigation,203.0.113.32,files,user,POST,11,3840.89,51.67,53.21,55044,Critical,1,exfiltration
EVT-02744,2026-03-16 19:25:45,investigation,203.0.113.34,auth,user,POST,27,6.76,0.35,48.3,50011,Critical,1,brute_force
EVT-02745,2026-03-16 19:26:00,investigation,203.0.113.13,auth,user,POST,42,3.59,72.68,64.42,50015,High,1,brute_force
EVT-02746,2026-03-16 19:26:15,investigation,10.0.15.141,web,guest,GET,11,40.91,2.37,36.86,61084,Medium,0,normal
EVT-02747,2026-03-16 19:26:30,investigation,203.0.113.40,files,admin,POST,9,849.17,93.67,51.4,62827,Critical,1,exfiltration
EVT-02748,2026-03-16 19:26:45,investigation,203.0.113.18,auth,user,POST,39,7.17,2.35,57.71,50021,High,1,brute_force
EVT-02749,2026-03-16 19:27:00,investigation,10.0.4.17,files,user,PUT,17,24.87,30.14,38.65,51847,Low,0,normal
EVT-02750,2026-03-16 19:27:15,investigation,203.0.113.22,files,guest,POST,9,2741.36,61.79,46.09,55004,High,1,exfiltration
EVT-02751,2026-03-16 19:27:30,investigation,203.0.113.27,auth,admin,GET,33,7.11,21.66,53.62,49160,High,1,port_scan
EVT-02752,2026-03-16 19:27:45,investigation,10.0.15.125,api,guest,GET,14,16.24,36.41,34.52,49557,Low,0,normal
EVT-02753,2026-03-16 19:28:00,investigation,10.0.20.69,web,user,GET,14,83.31,101.56,33.59,65154,Medium,0,normal
EVT-02754,2026-03-16 19:28:15,investigation,10.0.5.118,api,user,GET,10,22.12,51.79,36.45,65315,Low,0,normal
EVT-02755,2026-03-16 19:28:30,investigation,10.0.17.59,web,admin,GET,18,62.26,84.91,15.71,57711,Medium,0,normal
EVT-02756,2026-03-16 19:28:45,investigation,203.0.113.25,web,user,GET,64,13.69,425.4,72.32,53329,Critical,1,ddos
EVT-02757,2026-03-16 19:29:00,investigation,203.0.113.11,api,user,GET,31,12.84,3.62,30.12,49172,High,1,port_scan
EVT-02758,2026-03-16 19:29:15,investigation,10.0.9.98,auth,user,PUT,17,1.55,52.26,17.49,53610,Low,0,normal
EVT-02759,2026-03-16 19:29:30,investigation,10.0.7.21,web,admin,GET,15,0.61,67.14,44.02,53862,Medium,0,normal
EVT-02760,2026-03-16 19:29:45,investigation,10.0.15.40,web,guest,POST,17,27.85,37.62,41.04,58849,Medium,0,normal
EVT-02761,2026-03-16 19:30:00,investigation,203.0.113.2,files,admin,PUT,11,4116.76,66.95,53.63,64422,High,1,exfiltration
EVT-02762,2026-03-16 19:30:15,investigation,10.0.16.235,api,user,GET,17,83.68,6.44,15.76,53129,Low,0,normal
EVT-02763,2026-03-16 19:30:30,investigation,10.0.8.236,api,guest,GET,17,8.27,23.45,34.76,58026,Medium,0,normal
EVT-02764,2026-03-16 19:30:45,investigation,203.0.113.41,api,guest,GET,66,13.78,156.15,95.16,58856,Medium,1,ddos
EVT-02765,2026-03-16 19:31:00,investigation,203.0.113.23,api,user,GET,29,6.34,36.95,45.88,49193,Critical,1,port_scan
EVT-02766,2026-03-16 19:31:15,investigation,10.0.13.156,files,user,GET,18,43.15,10.26,31.61,62017,Medium,0,normal
EVT-02767,2026-03-16 19:31:30,investigation,203.0.113.9,api,user,GET,36,4.16,5.92,38.09,49194,Critical,1,port_scan
EVT-02768,2026-03-16 19:31:45,investigation,203.0.113.32,api,guest,GET,31,9.2,0.36,45.11,49154,High,1,port_scan
EVT-02769,2026-03-16 19:32:00,investigation,203.0.113.26,auth,user,POST,38,7.53,12.26,45.74,50008,Low,1,brute_force
EVT-02770,2026-03-16 19:32:15,investigation,10.0.12.60,web,user,GET,13,56.7,99.47,30.26,63852,Low,0,normal
EVT-02771,2026-03-16 19:32:30,investigation,10.0.7.41,api,user,GET,7,26.37,250.07,33.87,56804,Low,0,normal
EVT-02772,2026-03-16 19:32:45,investigation,203.0.113.27,web,guest,POST,77,25.75,132.54,80.15,59256,Critical,1,ddos
EVT-02773,2026-03-16 19:33:00,investigation,203.0.113.6,auth,user,POST,37,29.56,50.29,63.89,50000,Critical,1,brute_force
EVT-02774,2026-03-16 19:33:15,investigation,10.0.2.181,api,user,POST,12,59.58,8.1,25.48,57801,Medium,0,normal
EVT-02775,2026-03-16 19:33:30,investigation,10.0.8.131,api,guest,GET,13,104.71,16.93,34.25,53082,Low,0,normal
